"points","date","value","x","y","valuePrec1","valuePrec2","neighbours1value","neighbours1valuePrec1","neighbours1valuePrec2","neighbours2value","neighbours2valuePrec1","neighbours2valuePrec2","neighbours3value","neighbours3valuePrec1","neighbours3valuePrec2"
"point339",2014-02-01,0,2817.47700000001,5978.6660000002,710.903519020032,533.599914156731,NA,2169.05701919234,1752.27819958276,NA,0,0,NA,0,0
"point451",2014-02-01,0,2684.45600000001,5666.40500000026,0,0,NA,0,0,NA,817.159806786328,790.818214993419,NA,820.763959301187,794.567203729883
"point440",2014-02-01,0,2753.89500000002,5771.00800000038,820.763959301187,794.567203729883,NA,817.159806786328,790.818214993419,NA,0,0,NA,0,0
"point038",2014-02-01,0,1791.14799999999,5786.95999999996,447.562171168705,441.802455962496,NA,239.881503683309,254.721345988084,NA,0,0,NA,0,0
"point353",2014-02-01,0,2353.54800000001,6145.43900000025,0,0,NA,0,0,NA,444.401382589008,434.111659609888,NA,0,0
"point459",2014-02-01,0,1750.67800000001,5682.31300000008,239.881503683309,254.721345988084,NA,0,0,NA,0,0,NA,175.261172588537,143.254419352466
"point332",2014-02-01,0,2422.76899999997,6318.75499999989,0,0,NA,0,0,NA,345.885804807802,354.57793318834,NA,345.498137587956,354.194066743575
"point055",2014-02-01,0,1586.34399999998,6027.46600000001,0,0,NA,0,0,NA,283.175958149283,243.957381612495,NA,288.753129137972,249.609587697771
"point399",2014-02-01,0,2195.516,6461.12600000016,317.067625770804,308.896621473804,NA,142.753827629217,88.9139039635531,NA,0,0,NA,0,0
"point023",2014-02-01,0,1343.14600000001,8810.0410000002,0,0,NA,0,0,NA,144.503497587072,112.895382323655,NA,0,0
"point425",2014-02-01,0,2039.14199999999,6492.87100000028,542.178280488113,548.965027541595,NA,697.482196188134,664.646468984229,NA,0,0,NA,0,0
"point307",2014-02-01,0,2341.28999999998,6187.01900000032,0,0,NA,0,0,NA,0,0,NA,444.401382589008,434.111659609888
"point321",2014-02-01,0,2929.967,6033.52300000004,0,0,NA,0,0,NA,710.903519020032,533.599914156731,NA,0,0
"point050",2014-02-01,0,2013.62300000002,6493.93699999992,0,0,NA,0,0,NA,542.178280488113,548.965027541595,NA,697.482196188134,664.646468984229
"point692",2014-02-01,0,2410.40000000002,6291.62999999989,345.498137587956,354.194066743575,NA,345.885804807802,354.57793318834,NA,0,0,NA,0,0
"point693",2014-02-01,0,2414.40000000002,6291.62999999989,345.885804807802,354.57793318834,NA,345.498137587956,354.194066743575,NA,0,0,NA,0,0
"point748",2014-02-01,0,3249.40000000002,6194.62999999989,0,0,NA,0,0,NA,383.197732441813,309.96882782007,NA,1311.37255362318,751.053232198556
"point746",2014-02-01,0,3259.40000000002,6194.62999999989,0,0,NA,0,0,NA,383.197732441813,309.96882782007,NA,1311.37255362318,751.053232198556
"point291",2014-02-01,0,1962.69099999999,5663.7620000001,0,0,NA,0,0,NA,378.782690329417,365.123319198436,NA,0,0
"point288",2014-02-01,0,2056.35100000002,5942.37200000044,128.202067250529,147.6223520872,NA,0,0,NA,0,0,NA,223.957069087668,223.047532966811
