"points","date","value","x","y","valuePrec1","valuePrec2","neighbours1value","neighbours1valuePrec1","neighbours1valuePrec2","neighbours2value","neighbours2valuePrec1","neighbours2valuePrec2","neighbours3value","neighbours3valuePrec1","neighbours3valuePrec2"
"point376",2014-02-01,0,1839.20500000002,6760.95199999958,0,190.6948928994,NA,0,189.521340097998,NA,81.2272040913237,77.9728419526624,NA,81.3991226009349,96.9863507185529
"point475",2014-02-01,0,2503.462,6702.12799999956,508.186819474192,447.886480719199,NA,272.63215395436,400.258294338385,NA,0,0,NA,85.00700163072,57.2028470689146
"point035",2014-02-01,0,2348.45000000001,6251.28199999966,89.5143339388842,33.5056058175237,NA,0,0,NA,0,0,NA,345.498137587956,354.194066743575
"point081",2014-02-01,0,2513.65000000002,5920.64400000032,0,0,NA,0,0,NA,1153.45579945623,983.389397452814,NA,1314.81035741977,1048.20922391322
"point083",2014-02-01,0,2268.12199999997,5805.67800000031,0,0,NA,269.460661781389,208.462604717709,NA,307.629279291876,250.207478067324,NA,0,0
"point447",2014-02-01,0,1860.93599999999,6217.20399999991,293.58539017965,292.634013486981,NA,0,0,NA,0,0,NA,0,0
"point032",2014-02-01,0,1795.38500000001,5630.98099999968,0,0,NA,0,0,NA,239.881503683309,254.721345988084,NA,175.261172588537,143.254419352466
"point694",2014-02-01,0,2547.30800000002,6028.7089999998,1218.43545928866,1353.39767936652,NA,1153.45579945623,983.389397452814,NA,0,0,NA,2767.65499442608,2833.49005795488
"point277",2014-02-01,0,2942.69699999999,5882.62100000028,0,0,NA,0,0,NA,710.903519020032,533.599914156731,NA,0,0
"point323",2014-02-01,0,2717.92200000002,5781.81099999975,817.159806786328,790.818214993419,NA,820.763959301187,794.567203729883,NA,0,0,NA,0,0
"point329",2014-02-01,0,2160.74900000001,5954.87600000016,0,0,NA,0,0,NA,413.922142481553,396.314744759505,NA,128.202067250529,147.6223520872
